Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
LXP,Lexington Realty Trust,9.81,N/A,N/A,N/A,N/A,N/A,N/A,-11.80,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
LXK,"Lexmark International, Inc.",23.18,15.1%,0.67,7.8,12.9%,34.78,5.175,-16.97,Technology,Computer Manufacturing,13.0%,19.6%,11.9%,16.0%
LPL,"LG Display Co., Limited American Depositary Shares",14.50,8.0%,0.00,4.3,23.4%,23853.43,4159.850,-17745.07,Capital Goods,Industrial Machinery/Components,0.5%,9.1%,7.1%,15.4%
LRY,Liberty Property Trust,34.70,N/A,N/A,N/A,N/A,N/A,N/A,-20.64,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
LTM,Life Time Fitness,48.23,4.1%,N/A,33.5,3.0%,-0.89,2.093,-21.82,Consumer Services,Hotels/Resorts,4.5%,3.2%,3.1%,5.6%
LOCK,"LifeLock, Inc.",7.66,N/A,N/A,N/A,N/A,N/A,N/A,2.23,Technology,EDP Services,135.1%,N/A,N/A,N/A
LTD,"Limited Brands, Inc.",50.42,26.8%,2.22,16.8,6.0%,22.75,4.077,-18.02,Consumer Services,Clothing/Shoe/Accessory Stores,29.3%,32.6%,24.1%,21.1%
TVL,LIN TV Corp,6.77,-6.6%,N/A,N/A,N/A,-24.55,-0.493,-19.63,Consumer Services,Broadcasting,1.5%,17.6%,0.4%,-45.9%
LNN,Lindsay Corporation,75.40,38.9%,1.68,17.3,5.8%,44.84,4.180,3.05,Capital Goods,Industrial Machinery/Components,46.4%,41.4%,20.1%,47.8%
LNKD,LinkedIn Corporation,112.99,N/A,N/A,N/A,N/A,N/A,N/A,3.06,Technology,"Computer Software: Programming, Data Processing",141.8%,114.5%,61.2%,N/A
LGF,Lions Gate Entertainment Corporation,15.49,-236.1%,N/A,N/A,N/A,-24.54,-0.660,-17.95,Consumer Services,Movies/Entertainment,-407.8%,57.8%,-204.5%,-390.0%
LAD,"Lithia Motors, Inc.",34.79,-8.3%,N/A,N/A,N/A,-45.02,-1.535,-29.67,Consumer Durables,Automotive Aftermarket,-2.8%,-12.6%,-6.5%,-11.2%
LYV,"Live Nation Entertainment, Inc.",9.05,-4.1%,N/A,N/A,N/A,-16.60,-0.293,-13.67,Consumer Services,Services-Misc. Amusement & Recreation,-1.3%,4.7%,-4.7%,-15.3%
LMT,Lockheed Martin Corporation,88.96,35.8%,2.55,13.9,7.2%,34.86,13.783,-102.98,Capital Goods,Military/Government/Technical,33.6%,31.5%,30.7%,47.3%
LPR,Lone Pine Resources Inc.,1.14,N/A,N/A,N/A,N/A,N/A,N/A,-5.63,Energy,Oil & Gas Production,N/A,N/A,N/A,N/A
LO,"Lorillard, Inc",119.42,247.1%,1.09,10.8,9.3%,109.52,13.173,-22.20,Consumer Non-Durables,Farming/Seeds/Milling,266.2%,249.9%,248.5%,223.8%
LPX,Louisiana-Pacific Corporation,17.54,-14.5%,N/A,N/A,N/A,-26.99,-2.121,-5.77,Basic Industries,Forest Products,-13.8%,-8.8%,-10.1%,-25.3%
LOW,"Lowe&#39;s Companies, Inc.",34.46,6.7%,5.21,23.5,4.3%,6.61,2.059,-13.98,Consumer Services,RETAIL: Building Materials,6.2%,5.7%,6.2%,8.8%
LRE,"LRR Energy, L.P.",16.84,N/A,N/A,N/A,N/A,N/A,N/A,-10.76,Energy,Oil & Gas Production,3.7%,N/A,N/A,N/A
LXU,Lsb Industries Inc.,32.68,23.0%,1.09,10.8,9.3%,30.06,3.349,-3.43,Basic Industries,Major Chemicals,38.5%,15.6%,22.3%,15.5%
LSI,LSI Corporation,6.75,35.3%,2.55,23.3,4.3%,2.65,0.308,-0.43,Technology,Semiconductors,33.0%,56.1%,10.1%,41.8%
LTC,"LTC Properties, Inc.",32.62,N/A,N/A,N/A,N/A,N/A,N/A,-6.97,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
LUB,"Luby&#39;s, Inc.",6.66,-6.3%,N/A,N/A,N/A,-10.52,-0.850,-2.03,Consumer Services,Restaurants,-1.5%,-5.2%,-8.3%,-10.3%
LL,"Lumber Liquidators Holdings, Inc",48.95,89.3%,2.07,20.4,4.9%,23.61,2.428,-0.67,Consumer Services,RETAIL: Building Materials,94.5%,76.4%,79.6%,106.9%
LXFR,Luxfer Holdings PLC,11.94,N/A,N/A,N/A,N/A,N/A,N/A,-16.34,Basic Industries,Major Chemicals,-0.7%,4.3%,N/A,N/A
LUX,"Luxottica Group, S.p.A.",40.89,35.1%,4.07,26.5,3.8%,10.05,1.874,-8.68,Health Care,Ophthalmic Goods,31.5%,36.8%,40.5%,31.5%
LDL,"Lydall, Inc.",13.93,-3.8%,N/A,N/A,N/A,-7.27,-0.543,-1.85,Capital Goods,Auto Parts:O.E.M.,-1.5%,-5.2%,-5.7%,-3.0%
LYB,LyondellBasell Industries NV,53.79,N/A,N/A,N/A,N/A,N/A,N/A,-19.25,Basic Industries,Major Chemicals,41.5%,-4.4%,-21.8%,N/A
MDC,"M.D.C. Holdings, Inc.",34.22,52.1%,9.58,59.7,1.7%,3.57,0.617,-2.59,Capital Goods,Homebuilding,-164.5%,-372.3%,99.5%,645.9%
MHO,"M/I Homes, Inc.",23.08,48.6%,N/A,46.8,2.1%,-9.25,0.877,-18.02,Capital Goods,Homebuilding,-99.1%,-114.6%,76.7%,331.2%
MAC,Macerich Company (The),57.85,N/A,N/A,N/A,N/A,N/A,N/A,-33.77,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
TUC,Mac-Gray Corporation,12.00,8.0%,13.73,15.5,6.5%,0.87,2.032,-19.44,Consumer Services,Other Consumer Services,5.8%,6.6%,9.5%,10.0%
CLI,Mack-Cali Realty Corporation,25.50,N/A,N/A,N/A,N/A,N/A,N/A,-24.02,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
MIC,Macquarie Infrastructure Company LLC,43.95,-0.5%,N/A,N/A,N/A,-33.82,-0.080,-33.02,Energy,Oil Refining/Marketing,5.8%,2.7%,-1.8%,-8.7%
M,Macy&#39;s Inc,38.07,3.7%,N/A,53.9,1.9%,-20.41,1.332,-33.74,Consumer Services,Department/Specialty Retail Stores,8.9%,2.9%,2.0%,0.8%
MMP,Magellan Midstream Partners L.P.,42.14,3.8%,N/A,76.0,1.3%,-3.44,0.691,-10.35,Energy,Natural Gas Distribution,4.9%,2.5%,-0.0%,8.0%
MGA,"Magna International, Inc.",48.03,3.4%,N/A,43.3,2.3%,-6.23,1.630,-22.53,Capital Goods,Auto Parts:O.E.M.,3.5%,10.7%,-4.8%,4.4%
MX,MagnaChip Semiconductor Corporation,13.19,N/A,N/A,N/A,N/A,N/A,N/A,-7.43,Technology,Semiconductors,40.9%,61.0%,N/A,N/A
MHR,Magnum Hunter Resources Corporation,3.60,-3.9%,N/A,N/A,N/A,-6.34,-0.264,-3.70,Energy,Oil & Gas Production,3.0%,-11.9%,-4.2%,-2.6%
MTE,Mahanagar Telephone Nigam Ltd,1.02,-6.4%,N/A,N/A,N/A,-1198.66,-40.866,-790.00,Public Utilities,Telecommunications Equipment,-17.7%,-69.6%,57.2%,4.4%
MFB,"Maidenform Brands, Inc.",18.63,129.4%,0.76,8.0,12.5%,24.37,2.878,-4.41,Consumer Services,Department/Specialty Retail Stores,40.5%,150.7%,170.3%,156.2%
MANU,Manchester United Ltd.,13.59,N/A,N/A,N/A,N/A,N/A,N/A,-32.91,Consumer Services,Services-Misc. Amusement & Recreation,-9.1%,-24.5%,7.9%,N/A
MTW,"Manitowoc Company, Inc. (The)",15.56,9.1%,N/A,50.2,2.0%,-17.54,0.823,-25.77,Capital Goods,Construction/Ag Equipment/Trucks,-7.4%,7.7%,14.5%,21.3%
MN,"Manning & Napier, Inc.",12.98,N/A,N/A,N/A,N/A,N/A,N/A,-0.38,Finance,Investment Managers,N/A,N/A,N/A,N/A
MAN,ManpowerGroup,41.47,58.1%,21.88,17.8,5.6%,1.90,5.079,-48.89,Technology,Professional Services,33.2%,29.9%,43.8%,125.6%
MRO,Marathon Oil Corporation,30.82,9.4%,0.83,8.9,11.2%,37.01,5.643,-19.42,Energy,Oil & Gas Production,7.8%,7.1%,6.7%,15.9%
MPC,Marathon Petroleum Corporation,62.83,N/A,N/A,N/A,N/A,N/A,N/A,-38.80,Energy,Integrated oil Companies,17.9%,6.0%,N/A,N/A
MCS,Marcus Corporation (The),11.71,-1.7%,N/A,N/A,N/A,-18.63,-0.551,-13.12,Consumer Services,Hotels/Resorts,-0.8%,-2.2%,-3.0%,-0.6%
MPX,Marine Products Corporation,5.58,3.5%,25.38,173.7,0.6%,0.22,0.033,-0.11,Capital Goods,Marine Transportation,4.2%,24.1%,-55.4%,41.1%
HZO,"MarineMax, Inc.",8.36,21.9%,N/A,N/A,N/A,N/A,N/A,-5.91,Consumer Services,Other Specialty Stores,-19.4%,15.6%,111.9%,-20.6%
MWE,"MarkWest Energy Partners, LP",48.88,8.2%,24.83,33.9,2.9%,1.97,1.960,-17.63,Energy,Oil & Gas Production,6.4%,4.6%,1.0%,20.6%
MAR,Marriot International,36.11,32.9%,36.94,26.1,3.8%,0.98,2.186,-20.88,Consumer Services,Hotels/Resorts,38.8%,38.8%,21.9%,32.2%
VAC,Marriot Vacations Worldwide Corporation,39.84,N/A,N/A,N/A,N/A,N/A,N/A,-47.13,Finance,Real Estate,N/A,N/A,N/A,N/A
MMC,"Marsh & McLennan Companies, Inc.",34.21,42.2%,8.47,27.1,3.7%,4.04,1.763,-13.60,Finance,Specialty Insurers,85.3%,28.3%,20.0%,35.4%
MSO,"Martha Stewart Living Omnimedia, Inc.",2.44,4.3%,72.19,87.1,1.1%,0.03,0.031,-0.28,Consumer Services,Newspapers/Magazines,-11.3%,-5.4%,-20.7%,54.6%
MLM,"Martin Marietta Materials, Inc.",93.15,0.2%,N/A,834.1,0.1%,-34.89,0.155,-36.44,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),-2.2%,-1.4%,0.4%,3.9%
MAS,Masco Corporation,16.12,6.2%,N/A,51.9,1.9%,-8.30,0.583,-14.12,Basic Industries,Forest Products,-4.8%,8.9%,7.5%,13.3%
MTZ,"MasTec, Inc.",23.40,35.7%,3.76,17.6,5.7%,6.23,2.267,-16.45,Basic Industries,Water Supply,11.1%,73.4%,37.9%,20.5%
MA,Mastercard Incorporated,482.30,295.2%,2.31,23.5,4.3%,209.15,20.270,6.45,Miscellaneous,Business Services,447.3%,336.3%,354.7%,42.5%
MTDR,Matador Resources Company,8.11,N/A,N/A,N/A,N/A,N/A,N/A,-3.18,Energy,Oil & Gas Production,2.8%,1.6%,N/A,N/A
MTRN,Materion Corporation,22.12,-0.5%,N/A,N/A,N/A,-19.25,-0.193,-17.32,Capital Goods,Industrial Specialties,-0.1%,-1.6%,-4.8%,4.5%
MLP,"Maui Land & Pineapple Company, Inc.",4.13,-23.2%,N/A,N/A,N/A,-15.19,-1.042,-4.77,Finance,Real Estate,-19.4%,-16.7%,-19.6%,-37.1%
MXT,Maxcom Telecomunicaciones SAB de CV,1.60,-6.2%,N/A,N/A,N/A,-226.01,-15.016,-75.85,Public Utilities,Telecommunications Equipment,-5.0%,-4.3%,-5.5%,-10.0%
MMS,"Maximus, Inc.",62.98,121.9%,1.28,12.7,7.9%,49.32,5.059,-1.27,Miscellaneous,Business Services,135.2%,111.5%,169.6%,71.3%
MXL,"MaxLinear, Inc",5.18,N/A,N/A,N/A,N/A,N/A,N/A,1.70,Technology,Semiconductors,-11.4%,-41.3%,308.0%,N/A
MNI,McClatchy Company (The),2.92,3.3%,N/A,68.1,1.5%,-29.53,0.558,-35.11,Consumer Services,Newspapers/Magazines,-11.6%,6.6%,0.7%,17.4%
MKC,"McCormick & Company, Incorporated",64.42,35.2%,4.11,24.4,4.1%,15.69,3.375,-18.06,Consumer Non-Durables,Packaged Foods,31.5%,34.8%,44.3%,30.4%
MDR,"McDermott International, Inc.",10.57,4.3%,8.90,36.4,2.7%,1.19,0.355,-2.36,Capital Goods,Metal Fabrications,0.7%,6.3%,14.6%,-4.6%
MCD,McDonald&#39;s Corporation,88.88,15.5%,2.29,19.1,5.2%,38.88,5.508,-16.20,Consumer Services,Restaurants,18.0%,15.1%,14.7%,14.1%
MUX,McEwen Mining Inc.,3.84,-24.3%,N/A,N/A,N/A,-3.24,-0.300,-0.24,Basic Industries,Precious Metals,-34.5%,-21.4%,-23.5%,-17.6%
MHP,"McGraw-Hill Companies, Inc. (The)",53.98,102.7%,1.23,11.7,8.5%,43.98,5.792,-13.94,Consumer Services,Books,103.6%,113.9%,101.2%,92.1%
MCK,McKesson Corporation,98.25,136.4%,3.54,15.6,6.4%,27.74,12.566,-97.92,Health Care,Other Pharmaceuticals,159.7%,143.0%,159.3%,83.5%
MMR,McMoRan Exploration Company,15.52,2.1%,N/A,44.9,2.2%,-3.08,0.533,-8.41,Energy,Oil & Gas Production,-3.5%,-5.6%,-4.1%,21.5%
MDU,Mdu Res Group Inc,21.16,1.6%,N/A,60.8,1.6%,-12.47,0.662,-19.09,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0.2%,-0.0%,0.6%,5.7%
MJN,Mead Johnson Nutrition Company,65.86,66.4%,2.55,21.1,4.7%,25.84,3.616,-10.32,Consumer Non-Durables,Packaged Foods,67.6%,60.1%,68.5%,69.2%
MWV,Meadwestvaco Corporation,30.29,-0.4%,N/A,N/A,N/A,-29.90,-0.183,-28.07,Basic Industries,Paper,0.5%,-1.6%,4.7%,-5.3%
MTL,Mechel Steel Group OAO,6.79,99.7%,0.03,-0.4,-268.0%,228.59,21.383,14.77,Basic Industries,Steel/Iron Ore,152.3%,132.5%,11.7%,102.2%
MEG,"Media General, Inc.",4.44,-11.3%,N/A,N/A,N/A,-72.54,-3.570,-36.84,Consumer Services,Newspapers/Magazines,-6.9%,2.4%,-9.4%,-31.1%
MPW,"Medical Properties Trust, Inc.",11.48,N/A,N/A,N/A,N/A,N/A,N/A,-5.09,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
MED,MEDIFAST INC,30.59,72.2%,1.03,10.3,9.7%,29.62,2.952,0.10,Consumer Non-Durables,Packaged Foods,81.3%,102.8%,78.9%,25.9%
MD,"Mednax, Inc",78.65,364.2%,0.97,9.7,10.3%,81.24,9.190,-10.66,Health Care,Hospital/Nursing Management,400.6%,326.0%,378.8%,351.5%
MDT,"Medtronic, Inc.",41.86,81.0%,1.26,11.9,8.4%,33.19,4.642,-13.23,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,79.4%,71.5%,92.3%,80.7%
WFR,"MEMC Electronic Materials, Inc.",3.22,11.3%,2.68,11.3,8.9%,1.20,1.586,-14.66,Technology,Semiconductors,-7.9%,4.6%,-10.6%,59.0%
MW,"Men&#39;s Wearhouse, Inc. (The)",30.24,11.9%,1.62,14.7,6.8%,18.61,2.500,-6.39,Consumer Services,Clothing/Shoe/Accessory Stores,14.9%,13.4%,10.9%,8.4%
MRK,"Merck & Company, Inc.",43.54,24.7%,2.81,20.6,4.8%,15.47,2.640,-10.93,Consumer Durables,Major Pharmaceuticals,33.6%,27.2%,13.5%,24.6%
MDP,Meredith Corporation,34.68,41.3%,2.25,14.6,6.9%,15.45,4.225,-26.80,Consumer Services,Newspapers/Magazines,44.5%,55.5%,46.5%,18.7%
MTH,Meritage Corporation,37.66,70.6%,N/A,52.1,1.9%,-1.84,0.938,-11.22,Capital Goods,Homebuilding,-148.5%,41.5%,130.0%,259.5%
MTOR,"Meritor, Inc.",4.54,3.3%,N/A,77.3,1.3%,-28.51,0.491,-33.42,Capital Goods,Auto Parts:O.E.M.,-0.7%,-1.6%,8.3%,7.4%
MTR,Mesa Royalty Trust,20.50,N/A,N/A,N/A,N/A,N/A,N/A,0.54,Energy,Oil & Gas Production,N/A,N/A,N/A,N/A
MSB,Mesabi Trust,24.37,N/A,N/A,N/A,N/A,N/A,N/A,0.01,Basic Industries,Precious Metals,N/A,N/A,N/A,N/A
MUSA,Metals USA Holdings Corp.,16.27,27.3%,3.06,14.5,6.9%,5.31,2.460,-19.29,Basic Industries,Metal Fabrications,-1.9%,-31.4%,97.8%,44.8%
MEI,"Methode Electronics, Inc.",8.84,-1.0%,N/A,N/A,N/A,-2.41,-0.075,-1.65,Capital Goods,Electrical Products,-0.6%,-5.4%,-2.6%,4.5%
MPR,Met-Pro Corporation,9.13,24.4%,1.16,11.7,8.6%,7.86,0.761,0.25,Capital Goods,Pollution Control Equipment,18.2%,16.6%,32.9%,29.9%
PCS,"MetroPCS Communications, Inc.",10.05,15.7%,0.86,9.4,10.7%,11.66,2.559,-13.93,Public Utilities,Telecommunications Equipment,14.5%,16.1%,17.8%,14.3%
MDF,"Metropolitan Health Networks, Inc.",11.22,632.9%,0.37,5.0,19.8%,29.96,3.780,-7.83,Health Care,Medical/Nursing Services,749.6%,708.8%,790.7%,282.6%
MTD,"Mettler-Toledo International, Inc.",188.55,45.1%,2.62,20.5,4.9%,71.88,11.061,-38.73,Capital Goods,Biotechnology: Laboratory Analytical Instruments,42.8%,46.8%,42.3%,48.7%
MIL,MFC Industrial Ltd.,8.47,251.4%,0.09,0.8,129.2%,92.10,9.064,1.46,Finance,Investment Bankers/Brokers/Service,11.4%,96.0%,89.1%,809.3%
MGM,MGM Resorts International,11.38,-9.0%,N/A,N/A,N/A,-69.55,-3.719,-32.36,Consumer Services,Hotels/Resorts,-8.6%,-11.4%,-10.7%,-5.3%
KORS,Michael Kors Holdings Limited,49.88,N/A,N/A,N/A,N/A,N/A,N/A,-0.56,Consumer Non-Durables,Apparel,100.0%,111.9%,N/A,N/A
MAA,"Mid-America Apartment Communities, Inc.",63.24,N/A,N/A,N/A,N/A,N/A,N/A,-40.89,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
MPO,"Midstates Petroleum Company, Inc.",7.38,N/A,N/A,N/A,N/A,N/A,N/A,-4.91,Energy,Oil & Gas Production,21.0%,N/A,N/A,N/A
MILL,"Miller Energy Resources, Inc.",4.01,547.4%,0.01,0.1,679.9%,642.17,64.768,-5.52,Energy,Oil & Gas Production,-10.8%,-28.1%,2271.6%,-42.9%
MLR,"Miller Industries, Inc.",14.49,23.9%,0.90,9.0,11.1%,16.13,1.694,-0.82,Capital Goods,Construction/Ag Equipment/Trucks,46.9%,24.8%,23.6%,0.1%
MSA,Mine Safety Appliances Company,38.86,13.8%,144.60,32.7,3.1%,0.27,1.702,-16.75,Health Care,Industrial Specialties,15.4%,1.1%,23.6%,15.0%
MTX,Minerals Technologies Inc.,37.91,2.6%,3.91,40.5,2.5%,9.71,0.923,0.47,Basic Industries,Major Chemicals,3.0%,4.0%,1.7%,1.7%
MG,Mistras Group Inc,22.05,30.0%,2.35,19.1,5.2%,9.37,1.393,-4.56,Consumer Services,Military/Government/Technical,32.6%,34.0%,29.4%,23.9%
MOD,Modine Manufacturing Company,7.63,-4.3%,N/A,N/A,N/A,-21.30,-0.995,-11.35,Capital Goods,Auto Parts:O.E.M.,-4.9%,-7.7%,-3.1%,-1.4%
MHK,"Mohawk Industries, Inc.",81.50,4.6%,N/A,47.8,2.1%,-10.96,2.444,-35.40,Consumer Durables,Home Furnishings,-0.8%,-0.7%,7.4%,12.6%
TAP,Molson Coors Brewing  Company,43.04,23.5%,3.21,18.1,5.5%,13.39,3.675,-23.36,Consumer Non-Durables,Beverages (Production/Distribution),31.8%,31.6%,31.0%,-0.5%
MCP,"Molycorp, Inc",10.05,N/A,N/A,N/A,N/A,N/A,N/A,0.06,Basic Industries,Precious Metals,55.4%,-44.5%,-39.0%,N/A
MGI,"Moneygram International, Inc.",12.34,-321.8%,N/A,N/A,N/A,-272.39,-22.848,-43.90,Miscellaneous,Business Services,34.6%,9.8%,6.1%,-1337.7%
MNR,Monmouth Real Estate Investment Corporation,9.94,N/A,N/A,N/A,N/A,N/A,N/A,-7.08,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
MON,Monsanto Company,89.13,29.9%,2.18,19.8,5.1%,40.83,4.943,-8.60,Basic Industries,Agricultural Chemicals,35.4%,33.8%,14.7%,35.8%
MWW,"Monster Worldwide, Inc.",5.69,25.0%,1.64,12.5,8.0%,3.47,0.896,-5.50,Technology,Professional Services,24.8%,8.5%,-8.3%,74.9%
MCO,Moody&#39;s Corporation,48.17,206.1%,1.09,10.7,9.3%,44.21,5.408,-9.87,Finance,Finance: Consumer Services,194.8%,176.6%,223.5%,229.3%
MS,Morgan Stanley,18.05,N/A,N/A,N/A,N/A,N/A,N/A,-324.64,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
MOS,Mosaic Company (The),55.56,21.9%,1.03,10.3,9.7%,53.73,5.580,-2.07,Basic Industries,Agricultural Chemicals,25.6%,29.7%,14.0%,18.5%
MSI,"Motorola Solutions, Inc.",54.05,9.0%,N/A,71.6,1.4%,-3.38,0.933,-12.71,Technology,Radio And Television Broadcasting And Communications Equipment,18.5%,6.9%,-2.9%,13.7%
MOV,Movado Group Inc.,30.40,18.5%,2.29,26.4,3.8%,13.25,1.047,2.77,Consumer Non-Durables,Consumer Specialties,52.8%,22.3%,21.5%,-22.4%
MPG,"MPG Office Trust, Inc.",2.85,N/A,N/A,N/A,N/A,N/A,N/A,-74.62,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
MRC,MRC Global Inc.,26.82,N/A,N/A,N/A,N/A,N/A,N/A,-24.24,Capital Goods,Industrial Machinery/Components,-60.9%,53.6%,N/A,N/A
MKS,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,24.38,44.8%,N/A,N/A,N/A,N/A,N/A,N/A,Finance,Finance: Consumer Services,77.5%,85.3%,-17.8%,34.3%
MSM,"MSC Industrial Direct Company, Inc.",70.98,95.6%,0.92,9.2,10.8%,77.13,7.899,-1.86,Capital Goods,Industrial Machinery/Components,100.7%,93.9%,69.3%,118.7%
MSCI,MSCI Inc,30.16,537.1%,0.96,9.7,10.3%,31.56,4.298,-11.42,Miscellaneous,Business Services,417.8%,211.9%,415.4%,1103.1%
MLI,"Mueller Industries, Inc.",47.49,11.8%,1.55,16.0,6.3%,30.55,2.826,2.29,Capital Goods,Metal Fabrications,18.5%,2.9%,3.8%,22.1%
MWA,MUELLER WATER PRODUCTS,5.53,-3.5%,N/A,N/A,N/A,-6.77,-0.087,-5.90,Capital Goods,Metal Fabrications,2.4%,-7.1%,-4.9%,-4.3%
MUR,Murphy Oil Corporation,59.36,16.2%,0.49,5.6,17.7%,122.17,14.436,-22.20,Energy,Integrated oil Companies,8.0%,17.2%,10.8%,28.8%
MVO,MV Oil Trust,24.05,N/A,N/A,N/A,N/A,N/A,N/A,0.02,Energy,Oil & Gas Production,N/A,N/A,N/A,N/A
MYE,"Myers Industries, Inc.",14.23,2.9%,N/A,50.5,2.0%,-2.31,0.409,-6.39,Consumer Non-Durables,Plastic Products,6.4%,-1.2%,4.4%,2.1%
NBR,Nabors Industries Ltd.,13.71,3.6%,N/A,21.7,4.6%,-6.27,1.705,-23.32,Energy,Oil & Gas Production,2.8%,-0.5%,4.2%,8.1%
NC,"NACCO Industries, Inc.",56.20,6.0%,N/A,31.5,3.2%,-54.23,5.129,-105.52,Capital Goods,Construction/Ag Equipment/Trucks,18.6%,0.5%,11.9%,-7.2%
NTE,"Nam Tai Electronics, Inc.",14.49,2.5%,6.69,79.7,1.3%,2.17,0.177,0.40,Capital Goods,Industrial Machinery/Components,-12.0%,5.7%,6.8%,9.5%
NFP,National Financial Partners Corporation,16.49,N/A,N/A,N/A,N/A,N/A,N/A,-6.97,Finance,Specialty Insurers,N/A,N/A,N/A,N/A
NFG,National Fuel Gas Company,52.77,3.6%,N/A,34.9,2.9%,-18.28,2.850,-46.78,Public Utilities,Oil/Gas Transmission,4.4%,4.9%,1.5%,3.6%
NGG,"National Grid Transco, PLC",56.98,-0.7%,N/A,N/A,N/A,-53.84,-0.473,-49.10,Public Utilities,Natural Gas Distribution,-1.2%,-0.1%,0.3%,-1.7%
NHI,"National Health Investors, Inc.",55.91,N/A,N/A,N/A,N/A,N/A,N/A,-3.91,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
NPK,"National Presto Industries, Inc.",72.17,75.9%,0.51,4.8,21.0%,142.42,13.400,8.42,Capital Goods,Ordnance And Accessories,70.1%,88.6%,90.0%,54.9%
NNN,National Retail Properties,30.62,N/A,N/A,N/A,N/A,N/A,N/A,-13.82,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SID,National Steel Company,5.49,N/A,N/A,N/A,N/A,N/A,N/A,-15.48,Capital Goods,Steel/Iron Ore,N/A,12.9%,-10.6%,3.6%
NOV,"National-Oilwell, Inc.",64.87,116.1%,0.72,7.5,13.3%,89.54,9.950,-9.96,Energy,Metal Fabrications,96.1%,74.4%,111.5%,182.2%
NGS,"Natural Gas Services Group, Inc.",16.42,15.7%,0.69,7.3,13.8%,23.89,2.732,-3.43,Energy,Oilfield Services/Equipment,11.9%,10.8%,15.3%,24.7%
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",19.59,N/A,N/A,N/A,N/A,N/A,N/A,-1.59,Consumer Services,Food Chains,30.1%,26.9%,N/A,N/A
NRP,Natural Resource Partners LP,17.36,6.0%,7.65,25.3,4.0%,2.27,0.987,-7.60,Energy,Coal Mining,7.5%,6.5%,2.9%,7.2%
NTZ,"Natuzzi, S.p.A.",1.85,-9.3%,N/A,N/A,N/A,-11.08,-0.887,-2.21,Consumer Durables,Home Furnishings,-12.7%,-7.9%,0.7%,-17.4%
NLS,"Nautilus Group, Inc. (The)",3.75,-8.4%,N/A,N/A,N/A,-2.35,-0.127,-1.08,Consumer Non-Durables,Recreational Products/Toys,0.9%,-28.1%,-5.9%,-0.3%
NCI,"Navigant Consulting, Inc.",10.81,77.4%,0.80,8.7,11.5%,13.54,2.055,-7.01,Consumer Services,Professional Services,101.5%,38.7%,72.2%,97.3%
NNA,Navios Maritime Acquisition Corporation,2.22,N/A,N/A,N/A,N/A,N/A,N/A,-21.83,Transportation,Marine Transportation,2.6%,N/A,N/A,N/A
NM,Navios Maritime Holdings Inc.,3.51,-8.2%,N/A,N/A,N/A,-31.93,-1.671,-15.22,Transportation,Marine Transportation,-6.2%,0.8%,15.1%,-42.5%
NMM,Navios Maritime Partners LP,12.67,14.9%,0.90,9.3,10.8%,14.09,1.897,-4.89,Transportation,Marine Transportation,8.8%,18.0%,15.3%,17.6%
NAV,Navistar International Corporation,21.63,11.4%,N/A,30.5,3.3%,-85.36,5.228,-137.64,Capital Goods,Auto Manufacturing,-27.2%,25.0%,30.4%,17.5%
NCS,"NCI Building Systems, Inc.",13.92,-3.9%,N/A,N/A,N/A,N/A,N/A,-52.08,Capital Goods,Metal Fabrications,0.2%,-2.9%,-11.4%,-1.7%
NCR,NCR Corporation,24.57,19.1%,N/A,45.6,2.2%,-15.89,1.137,-27.25,Miscellaneous,Office Equipment/Supplies/Services,24.2%,11.2%,6.2%,34.6%
NP,"Neenah Paper, Inc.",27.39,-1.1%,N/A,N/A,N/A,-27.88,-0.401,-23.87,Basic Industries,Paper,2.2%,1.3%,0.4%,-8.3%
NNI,"Nelnet, Inc.",28.85,N/A,N/A,N/A,N/A,N/A,N/A,-507.57,Finance,Finance: Consumer Services,N/A,N/A,N/A,N/A
